Date,Name,Year,Letterboxd URI
2025-12-23,Avatar: Fire and Ash,2025,https://boxd.it/2W7s
2025-12-24,Napoleon Dynamite,2004,https://boxd.it/20wu
2025-12-24,Demon Slayer: Kimetsu no Yaiba Special Edition Hashira Training Arc Part 2,2025,https://boxd.it/Wye2
2025-12-24,Demon Slayer: Kimetsu no Yaiba Special Edition Hashira Training Arc Part 1,2025,https://boxd.it/WxG0
2025-12-25,Bugonia,2025,https://boxd.it/qeWY
2025-12-25,Dave Chappelle: The Unstoppable...,2025,https://boxd.it/ZEvY
2025-12-30,The Holdovers,2023,https://boxd.it/vHza
2025-12-31,Attack on Titan The Final Chapters: Special 1,2023,https://boxd.it/JyYy
2026-01-02,Stranger Things 5: The Finale,2025,https://boxd.it/YqXW
2026-01-06,Corpse Bride,2005,https://boxd.it/24WQ
2026-01-07,There Will Be Blood,2007,https://boxd.it/20Z2
2026-01-10,No Other Choice,2025,https://boxd.it/nKiA
2026-01-18,Radiohead: In Rainbows - From the Basement,2008,https://boxd.it/g7G
2026-01-19,Taste of Cherry,1997,https://boxd.it/1m8W
2026-01-19,It Was Just an Accident,2025,https://boxd.it/TX2k
2026-01-20,Punch-Drunk Love,2002,https://boxd.it/20E4
2026-01-21,Waves,2019,https://boxd.it/jpmy
2026-01-22,28 Days Later,2002,https://boxd.it/2aXU
2026-01-24,Office Space,1999,https://boxd.it/28Em
2026-01-24,No Country for Old Men,2007,https://boxd.it/21ew
2026-01-30,Uncut Gems,2019,https://boxd.it/gXGc
2026-01-31,Nostalgia of Everything,2024,https://boxd.it/RpbS
2026-02-03,Fargo,1996,https://boxd.it/2aHM
2026-02-03,Devil in a Blue Dress,1995,https://boxd.it/204A
2026-02-04,Memories of Murder,2003,https://boxd.it/1TSo
2026-02-05,HIS & HERS,2026,https://boxd.it/103iK
2026-02-07,Hamnet,2025,https://boxd.it/woVy
2026-02-09,La Haine,1995,https://boxd.it/2as8
2026-02-13,Wonder Man,2026,https://boxd.it/10jdQ
2026-02-14,"Love, Death & Robots: The Tall Grass",2021,https://boxd.it/vdQU
2026-02-14,"Love, Death & Robots: All Through the House",2021,https://boxd.it/vhXA
2026-02-14,"Love, Death & Robots: Life Hutch",2021,https://boxd.it/vdRe
2026-02-14,"Love, Death & Robots: The Drowned Giant",2021,https://boxd.it/vdRo
2026-02-15,Marty Supreme,2025,https://boxd.it/Off0
2026-02-16,Cure,1997,https://boxd.it/1blA
2026-02-17,Train Dreams,2025,https://boxd.it/LdDo
2026-02-18,Catch Me If You Can,2002,https://boxd.it/29VS
2026-02-18,Demon Slayer: Kimetsu no Yaiba Special Edition Swordsmith Village Arc Part 2,2024,https://boxd.it/WxDK
2026-02-18,Demon Slayer: Kimetsu no Yaiba Special Edition Swordsmith Village Arc Part 1,2024,https://boxd.it/WxDA
2026-02-20,George of the Jungle,1997,https://boxd.it/1VQO
2026-02-21,Everything Everywhere All at Once,2022,https://boxd.it/jUk4
2026-02-28,Sentimental Value,2025,https://boxd.it/GwcG
2026-03-02,The Departed,2006,https://boxd.it/28MA
2026-03-06,"Gorillaz Present: The Mountain, The Moon Cave and The Sad God",2026,https://boxd.it/1158k
2026-03-08,School of Rock,2003,https://boxd.it/28xK
2026-03-09,Good Will Hunting,1997,https://boxd.it/2ahY
2026-03-09,Jackie Brown,1997,https://boxd.it/2aVO
2026-03-14,"Good Luck, Have Fun, Don't Die",2025,https://boxd.it/Glua
2026-03-16,Chinatown,1974,https://boxd.it/29vU
2026-03-18,Irreversible,2002,https://boxd.it/29as
2026-03-19,Thank You for Smoking,2005,https://boxd.it/1YOc
2026-03-21,Project Hail Mary,2026,https://boxd.it/pEeQ
2026-03-26,Send Help,2026,https://boxd.it/JuhA
2026-03-29,Despicable Me 2,2013,https://boxd.it/3gg0
2026-03-29,Despicable Me,2010,https://boxd.it/1DD8
2026-03-29,After Hours,1985,https://boxd.it/1VfS
2026-03-30,The Wolf of Wall Street,2013,https://boxd.it/3C1m
2026-04-04,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O
2026-04-06,Malcolm X,1992,https://boxd.it/27WE
2026-04-06,Kill Bill: Vol. 2,2004,https://boxd.it/2au4
2026-04-07,Dunkirk,2017,https://boxd.it/d0Y6
2026-04-17,What's Eating Gilbert Grape,1993,https://boxd.it/28xg
2026-04-27,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E
2026-04-28,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY
2026-05-01,Michael,2026,https://boxd.it/zi5M
2026-05-02,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u
2026-05-02,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO
2026-05-06,The Drama,2026,https://boxd.it/OA2w
2026-05-13,Decision to Leave,2022,https://boxd.it/qp9e
2026-05-14,Avatar Aang: The Last Airbender,2026,https://boxd.it/B1BK
2026-05-16,Bottle Rocket,1993,https://boxd.it/pP8
2026-05-16,Do You Like to Read?,2012,https://boxd.it/jMMY
2026-05-19,Clue,1985,https://boxd.it/1MDQ
2026-05-20,"He Was Never There, Docupoem",2018,https://boxd.it/D1yU
2026-05-23,Attack on Titan The Final Chapters: Special 2,2023,https://boxd.it/JyZw
2026-05-25,Training Day,2001,https://boxd.it/27A4
2026-05-27,The Handmaiden,2016,https://boxd.it/948A
2026-05-27,Attack on Titan: The Roar of Awakening,2018,https://boxd.it/hLIs
2026-05-27,Attack on Titan: Wings of Freedom,2015,https://boxd.it/aO9G
2026-05-27,Attack on Titan: Crimson Bow and Arrow,2014,https://boxd.it/dbCK
2026-05-28,Trainspotting,1996,https://boxd.it/29XY
2026-06-01,Perfect Days,2023,https://boxd.it/ATh8
2026-06-06,Is God Is,2026,https://boxd.it/R80o
2026-06-09,Ready Player One,2018,https://boxd.it/aZes
2026-06-10,21 Jump Street,2012,https://boxd.it/J0
2026-06-11,Last Night in Soho,2021,https://boxd.it/lbJC
2026-06-12,22 Jump Street,2014,https://boxd.it/5Fvy
2026-06-14,Disclosure Day,2026,https://boxd.it/MDJY
2026-06-24,Poison,2023,https://boxd.it/Is7Q
2026-06-25,I Love Boosters,2026,https://boxd.it/KBIU
2026-06-26,Batman: Mask of the Phantasm,1993,https://boxd.it/1N6S
2026-06-29,Happiness,1998,https://boxd.it/1VEe
